Filename,Foreground Species,Background Species,Remarks
MKNP-2-2017-11-23-07-55-35.mp3,,,
MKNP-2-2017-11-23-08-50-35.mp3,,Olive Sunbird,
MKNP-2-2017-11-23-09-25-35.mp3,,,
MKNP-2-2017-11-23-09-35-35.mp3,Brown Woodland Warbler,,
MKNP-2-2017-11-23-09-45-35.mp3,,,
MKNP-2-2017-11-23-10-10-35.mp3,Chestnut-throated Apalis,Montane White-eye,
MKNP-2-2017-11-23-10-35-35.mp3,,Brown Woodland Warbler,Unclear call at 00:39-40 sec
MKNP-2-2017-11-23-10-40-35.mp3,,Chestnut-throated Apalis,
MKNP-2-2017-11-24-07-05-35.mp3,,Grey Apalis,
MKNP-2-2017-11-24-07-45-35.mp3,,,
MKNP-2-2017-11-24-08-30-35.mp3,,Montane Oriole;Chestnut-throated Apalis,Calls are very faint
MKNP-2-2017-11-24-08-40-35.mp3,White-tailed Crested Flycatcher,Montane White-eye,"W-Tcf Alarm call, MW-e very Faint"
MKNP-2-2017-11-24-09-50-35.mp3,,,
MKNP-2-2017-11-24-10-50-35.mp3,,,
MKNP-2-2017-11-25-06-30-35.mp3,,Brown Woodland Warbler,
MKNP-2-2017-11-25-06-40-35.mp3,Chestnut-throated Apalis;White-starred Robin;Grey Apalis;Brown Woodland Warbler,,
MKNP-2-2017-11-25-08-10-35.mp3,,Hartlaub's Turaco,
MKNP-2-2017-11-25-08-50-35.mp3,,Brown Woodland Warbler,Very faint
MKNP-2-2017-11-25-09-05-35.mp3,,Chestnut-throated Apalis,
MKNP-2-2017-11-25-10-30-35.mp3,,,
MKNP-2-2017-11-26-07-40-40.mp3,,Brown Woodland Warbler,
MKNP-2-2017-11-26-08-50-46.mp3,,,
MKNP-2-2017-11-26-09-40-47.mp3,,,
MKNP-2-2017-11-26-09-45-47.mp3,,Brown Woodland Warbler,
MKNP-2-2017-11-26-09-55-47.mp3,,Hartlaub's Turaco,HT very faint
MKNP-2-2017-11-26-10-05-47.mp3,,,
MKNP-2-2017-11-26-10-50-47.mp3,,Grey-backed Camaroptera;Brown Woodland Warbler,G-BC is very faint
MKNP-3-2017-11-20-07-50-25.mp3,,,
MKNP-3-2017-11-20-08-55-25.mp3,,,
MKNP-3-2017-11-21-06-40-25.mp3,,Chestnut-throated Apalis,
MKNP-3-2017-11-21-07-35-25.mp3,,,
MKNP-3-2017-11-21-08-20-25.mp3,,,
MKNP-3-2017-11-21-10-55-25.mp3,,,
MKNP-3-2017-11-22-08-30-25.mp3,White-starred Robin,Chestnut-throated Apalis;Brown Woodland Warbler,
MKNP-3-2017-11-22-08-45-25.mp3,,,
MKNP-3-2017-11-22-09-10-25.mp3,,White-starred Robin,
MKNP-3-2017-11-22-09-45-25.mp3,,,
MKNP-3-2017-11-23-07-50-25.mp3,,,
MKNP-3-2017-11-23-08-15-25.mp3,,Montane White-eye;Cinnamon Bracken Warbler,Very faint 
MKNP-3-2017-11-24-10-20-25.mp3,,,
MKNP-3-2017-11-24-10-50-25.mp3,,Chestnut-throated Apalis,
MKNP-3-2017-11-25-09-10-37.mp3,,Montane Oriole;Brown Woodland Warbler,Very faint 
MKNP-3-2017-11-25-09-50-39.mp3,Montane White-eye,,
MKNP-3-2017-11-25-10-30-39.mp3,Brown Woodland Warbler,,
MKNP-3-2017-11-26-06-35-57.mp3,,,
MKNP-3-2017-11-26-07-21-02.mp3,,,
MKNP-3-2017-11-26-07-51-07.mp3,,,
MKNP-3-2017-11-26-07-56-07.mp3,Montane White-eye,,
MKNP-3-2017-11-26-09-36-25.mp3,,Montane White-eye,
MKNP-3-2017-11-27-06-50-16.mp3,,,
MKNP-3-2017-11-27-07-55-29.mp3,,Montane White-eye,
MKNP-3-2017-11-27-10-10-56.mp3,,Montane White-eye,
MKNP-3-2017-11-27-10-56-05.mp3,Chestnut-throated Apalis,,
MKNP-3-2017-11-28-07-20-47.mp3,,,
MKNP-3-2017-11-28-08-51-05.mp3,,,
MKNP-3-2017-11-28-09-06-08.mp3,,White-starred Robin,
MKNP-3-2017-11-28-10-56-30.mp3,,Brown Woodland Warbler,
MKNP-3-2017-11-29-06-41-04.mp3,,White-starred Robin,
MKNP-3-2017-11-29-07-31-14.mp3,,,
MKNP-3-2017-11-29-08-46-29.mp3,White-starred Robin,,
MKNP-3-2017-11-29-08-51-30.mp3,,Brown Woodland Warbler;Chestnut-throated Apalis,
MKNP-3-2017-11-29-09-01-32.mp3,Brown Woodland Warbler,,
MKNP-3-2017-11-29-10-21-48.mp3,,,
MKNP-3-2017-11-29-10-41-52.mp3,,,
MKNP-3-2017-11-30-06-55-32.mp3,,,
MKNP-3-2017-11-30-07-25-38.mp3,,,
MKNP-3-2017-11-30-07-45-42.mp3,Brown Woodland Warbler,Cinnamon Bracken Warbler,
MKNP-3-2017-12-01-06-30-52.mp3,,White-starred Robin;Brown Woodland Warbler,
MKNP-3-2017-12-01-07-51-08.mp3,,Montane White-eye,
MKNP-3-2017-12-01-08-06-11.mp3,,,
MKNP-3-2017-12-01-10-01-34.mp3,,,
MKNP-3-2017-12-01-10-06-35.mp3,,,
MKNP-3-2017-12-02-08-25-39.mp3,Brown Woodland Warbler,,
MKNP-3-2017-12-02-10-21-02.mp3,,,
MKNP-3-2017-12-04-09-06-37.mp3,,Chestnut-throated Apalis,
MKNP-3-2017-12-04-09-36-43.mp3,Chestnut-throated Apalis,,
MKNP-3-2017-12-04-10-06-49.mp3,Chestnut-throated Apalis,,
MKNP-4-2017-11-20-06-45-16.mp3,Brown Woodland Warbler,Montane Oriole;Hartlaub's Turaco,
MKNP-4-2017-11-20-06-55-16.mp3,Brown Woodland Warbler,,
MKNP-4-2017-11-20-08-15-16.mp3,Chestnut-throated Apalis,,
MKNP-4-2017-11-20-08-30-16.mp3,,,
MKNP-4-2017-11-20-08-50-16.mp3,,,
MKNP-4-2017-11-20-09-00-16.mp3,Brown Woodland Warbler,,
MKNP-4-2017-11-20-10-40-16.mp3,,African Dusky Flycatcher,
MKNP-4-2017-11-21-06-55-16.mp3,Brown Woodland Warbler,Chestnut-throated Apalis,
MKNP-4-2017-11-21-07-10-16.mp3,,Brown Woodland Warbler;Red-fronted Parrot,
MKNP-4-2017-11-21-08-10-16.mp3,,Chestnut-throated Apalis,
MKNP-4-2017-11-21-08-15-16.mp3,,Brown Woodland Warbler,
MKNP-4-2017-11-21-09-10-16.mp3,,,
MKNP-4-2017-11-21-09-25-16.mp3,,,
MKNP-4-2017-11-21-09-30-16.mp3,,,
MKNP-4-2017-11-21-09-50-16.mp3,,Chestnut-throated Apalis,
MKNP-4-2017-11-21-11-00-16.mp3,Brown Woodland Warbler,,
MKNP-4-2017-11-22-06-45-16.mp3,,Red-fronted Parrot;White-starred Robin;Chestnut-throated Apalis,
MKNP-4-2017-11-22-07-10-16.mp3,,Mountain Greenbul,
MKNP-4-2017-11-22-07-15-16.mp3,,,
MKNP-4-2017-11-22-07-35-16.mp3,,Brown Woodland Warbler,
MKNP-4-2017-11-22-07-40-16.mp3,,Red-fronted Parrot;Brown Woodland Warbler;Cinnamon Bracken Warbler,
MKNP-4-2017-11-22-08-00-16.mp3,Brown Woodland Warbler,,
MKNP-4-2017-11-22-08-10-16.mp3,Hartlaub's Turaco,Bar-tailed Trogon,
MKNP-4-2017-11-22-10-10-16.mp3,,,
MKNP-4-2017-11-22-10-15-16.mp3,,Hartlaub's Turaco,Very faint
MKNP-4-2017-11-23-06-30-16.mp3,Olive Sunbird,Brown Woodland Warbler,
MKNP-4-2017-11-23-06-40-16.mp3,Hartlaub's Turaco;White-starred Robin;Brown Woodland Warbler,,
MKNP-4-2017-11-23-07-00-16.mp3,,,
MKNP-4-2017-11-23-08-40-16.mp3,,Brown Woodland Warbler,
MKNP-4-2017-11-23-09-05-16.mp3,African Dusky Flycatcher,Brown Woodland Warbler,
MKNP-4-2017-11-23-10-20-16.mp3,,,
MKNP-4-2017-11-23-10-25-16.mp3,Brown Woodland Warbler,Hartlaub's Turaco,
MKNP-4-2017-11-23-10-35-16.mp3,Chestnut-throated Apalis,Montane White-eye,
MKNP-4-2017-11-23-10-45-16.mp3,Chestnut-throated Apalis;Brown Woodland Warbler,,
MKNP-4-2017-11-23-11-00-16.mp3,,Brown Woodland Warbler,
MKNP-4-2017-11-24-07-10-16.mp3,,,
MKNP-4-2017-11-24-07-15-16.mp3,,Brown Woodland Warbler,
MKNP-4-2017-11-24-07-50-16.mp3,Brown Woodland Warbler,Chestnut-throated Apalis,
MKNP-4-2017-11-24-09-15-16.mp3,,Chestnut-throated Apalis;Red-fronted Parrot,
MKNP-4-2017-11-24-09-55-16.mp3,,,
MKNP-4-2017-11-24-10-45-16.mp3,,Red-fronted Parrot,
MKNP-4-2017-11-25-06-45-16.mp3,,Red-fronted Parrot,
MKNP-4-2017-11-25-07-05-16.mp3,,Chestnut-throated Apalis,
MKNP-4-2017-11-25-07-30-16.mp3,Brown Woodland Warbler,,
MKNP-4-2017-11-25-07-55-16.mp3,,,
MKNP-4-2017-11-25-08-45-18.mp3,,,
MKNP-4-2017-11-25-10-15-18.mp3,Brown Woodland Warbler,Hartlaub's Turaco,
MKNP-4-2017-11-25-10-55-18.mp3,,,
MKNP-4-2017-11-26-06-45-30.mp3,Red-fronted Parrot;Brown Woodland Warbler,Chestnut-throated Apalis;Grey Apalis,
MKNP-4-2017-11-26-07-55-33.mp3,,,
MKNP-5-2017-11-20-06-50-34.mp3,,,
MKNP-5-2017-11-20-07-00-34.mp3,,,
MKNP-5-2017-11-20-07-15-34.mp3,,,
MKNP-5-2017-11-20-08-00-34.mp3,Chestnut-throated Apalis;Brown Woodland Warbler,,
MKNP-5-2017-11-20-08-15-34.mp3,Brown Woodland Warbler,,
MKNP-5-2017-11-20-09-50-34.mp3,,Red-fronted Parrot,
MKNP-5-2017-11-20-09-55-34.mp3,,,
MKNP-5-2017-11-20-10-00-34.mp3,Brown Woodland Warbler,Brown Woodland Warbler,
MKNP-5-2017-11-20-10-05-34.mp3,Brown Woodland Warbler,Brown Woodland Warbler,
MKNP-5-2017-11-20-10-10-34.mp3,Brown Woodland Warbler,Brown Woodland Warbler,
MKNP-5-2017-11-20-10-30-34.mp3,,,
MKNP-5-2017-11-20-10-45-34.mp3,,,
MKNP-5-2017-11-20-10-50-34.mp3,,,
MKNP-5-2017-11-20-10-55-34.mp3,,,
MKNP-5-2017-11-21-06-40-34.mp3,Red-fronted Parrot,Brown Woodland Warbler,
MKNP-5-2017-11-21-08-05-34.mp3,,Montane White-eye;Brown Woodland Warbler,
MKNP-5-2017-11-21-08-25-34.mp3,,,
MKNP-5-2017-11-21-08-35-34.mp3,Cinnamon Bracken Warbler,Brown Woodland Warbler,
MKNP-5-2017-11-21-08-55-34.mp3,,,
MKNP-5-2017-11-21-09-35-34.mp3,,Brown Woodland Warbler,
MKNP-5-2017-11-21-09-55-34.mp3,,,
MKNP-5-2017-11-21-10-15-34.mp3,,,
MKNP-5-2017-11-21-10-35-34.mp3,,,
MKNP-5-2017-11-21-10-50-34.mp3,,White-starred Robin;Brown Woodland Warbler,Both W-sR anf BWW faint
MKNP-5-2017-11-21-11-00-34.mp3,Brown Woodland Warbler,,
MKNP-5-2017-11-22-07-25-34.mp3,Brown Woodland Warbler;Chestnut-throated Apalis,,
MKNP-5-2017-11-22-08-35-34.mp3,Brown Woodland Warbler,,
MKNP-5-2017-11-22-09-00-34.mp3,,Brown Woodland Warbler,
MKNP-5-2017-11-22-09-40-34.mp3,,,
MKNP-5-2017-11-22-09-45-34.mp3,,Grey-capped Warbler,
MKNP-5-2017-11-22-10-05-34.mp3,,Brown Woodland Warbler,
MKNP-5-2017-11-23-07-40-34.mp3,White-starred Robin,,
MKNP-5-2017-11-23-09-05-34.mp3,,Chestnut-throated Apalis,Faint
MKNP-5-2017-11-23-09-30-34.mp3,,Chestnut-throated Apalis,Faint
MKNP-5-2017-11-23-09-50-34.mp3,,,
MKNP-5-2017-11-23-10-55-34.mp3,Brown Woodland Warbler,,
MKNP-5-2017-11-24-06-55-34.mp3,Brown Woodland Warbler;Cinnamon Bracken Warbler,,
MKNP-5-2017-11-24-07-00-34.mp3,Brown Woodland Warbler,Brown Woodland Warbler;Chestnut-throated Apalis,
MKNP-5-2017-11-24-07-05-34.mp3,,,
MKNP-5-2017-11-24-07-10-34.mp3,White-headed Wood-hoopoe,Brown Woodland Warbler;Chestnut-throated Apalis;White-starred Robin,
MKNP-5-2017-11-24-07-55-34.mp3,,Cinnamon Bracken Warbler;Brown Woodland Warbler,
MKNP-5-2017-11-24-08-00-34.mp3,Brown Woodland Warbler,,
MKNP-5-2017-11-24-08-25-34.mp3,,,
MKNP-5-2017-11-24-08-45-34.mp3,,Brown Woodland Warbler;White-starred Robin,
MKNP-5-2017-11-24-09-00-34.mp3,Brown Woodland Warbler,Cinnamon Bracken Warbler,
MKNP-5-2017-11-24-09-15-34.mp3,,,
MKNP-5-2017-11-24-09-20-34.mp3,,Brown Woodland Warbler,
MKNP-5-2017-11-24-09-40-34.mp3,,,
MKNP-5-2017-11-24-10-55-34.mp3,Brown Woodland Warbler,,
MKNP-5-2017-11-25-06-45-36.mp3,,,Missing in the MP3
MKNP-6-2017-11-20-07-00-37.mp3,Brown Woodland Warbler,,
MKNP-6-2017-11-20-07-10-37.mp3,Brown Woodland Warbler,,
MKNP-6-2017-11-20-07-30-37.mp3,Brown Woodland Warbler,,
MKNP-6-2017-11-20-07-45-35.mp3,,Red-fronted Parrot,
MKNP-6-2017-11-20-09-35-33.mp3,,Brown Woodland Warbler,
MKNP-6-2017-11-20-10-20-33.mp3,,,
MKNP-6-2017-11-21-06-35-30.mp3,Brown Woodland Warbler,,
MKNP-6-2017-11-21-07-30-30.mp3,Cinnamon Bracken Warbler,Chestnut-throated Apalis;Brown Woodland Warbler,C-t A is very faint 
MKNP-6-2017-11-21-07-45-30.mp3,Brown Woodland Warbler,Chestnut-throated Apalis;Mountain Yellow Warbler,C-t A is very faint 
MKNP-6-2017-11-21-08-10-28.mp3,Brown Woodland Warbler,White-starred Robin,W-s R is very faint
MKNP-6-2017-11-21-08-20-27.mp3,,Brown Woodland Warbler;White-starred Robin,
MKNP-6-2017-11-21-09-00-26.mp3,Brown Woodland Warbler,,
MKNP-6-2017-11-21-09-50-26.mp3,,Chestnut-throated Apalis,
MKNP-6-2017-11-21-10-40-26.mp3,,,
MKNP-6-2017-11-21-10-45-26.mp3,,Grey Apalis;Brown Woodland Warbler,
MKNP-6-2017-11-21-10-55-26.mp3,Montane White-eye,Brown Woodland Warbler,
MKNP-6-2017-11-22-07-55-22.mp3,Brown Woodland Warbler,Chestnut-throated Apalis,C-t A is very faint 
MKNP-6-2017-11-22-08-25-21.mp3,,Brown Woodland Warbler,BWW very faint
MKNP-6-2017-11-22-08-30-21.mp3,Mountain Yellow Warbler,,
MKNP-6-2017-11-22-09-10-18.mp3,Brown Woodland Warbler;Cinnamon Bracken Warbler,,
MKNP-6-2017-11-22-09-30-18.mp3,,,
MKNP-6-2017-11-22-10-20-18.mp3,,African Paradise Flycatcher,
MKNP-6-2017-11-22-10-40-18.mp3,Mountain Yellow Warbler;Chestnut-throated Apalis,Montane White-eye,
MKNP-6-2017-11-22-10-50-18.mp3,Chestnut-throated Apalis,,
MKNP-6-2017-11-23-07-00-11.mp3,Brown Woodland Warbler;Grey Apalis,,
MKNP-6-2017-11-23-08-00-11.mp3,Brown Woodland Warbler,Mountain Yellow Warbler,
MKNP-6-2017-11-23-08-15-11.mp3,,Cinnamon Bracken Warbler;Hartlaub's Turaco,HT very faint
MKNP-6-2017-11-23-08-35-11.mp3,Brown Woodland Warbler,Chestnut-throated Apalis;Mountain Yellow Warbler,
MKNP-6-2017-11-23-09-35-07.mp3,Brown Woodland Warbler,,
MKNP-6-2017-11-23-09-50-07.mp3,,Mountain Yellow Warbler;Chestnut-throated Apalis,C-t A is very faint 
MKNP-6-2017-11-24-07-09-59.mp3,Cinnamon Bracken Warbler,Brown Woodland Warbler,
MKNP-6-2017-11-24-07-34-59.mp3,,Hartlaub's Turaco,
MKNP-6-2017-11-24-07-39-59.mp3,,Brown Woodland Warbler,
MKNP-6-2017-11-24-08-14-59.mp3,Brown Woodland Warbler;Mountain Yellow Warbler,,
MKNP-6-2017-11-24-08-19-59.mp3,Brown Woodland Warbler;Mountain Yellow Warbler,,
MKNP-6-2017-11-24-08-29-59.mp3,Mountain Yellow Warbler,,
MKNP-6-2017-11-24-08-34-59.mp3,Brown Woodland Warbler,,
MKNP-6-2017-11-24-08-59-59.mp3,,,
MKNP-6-2017-11-24-09-24-57.mp3,,,
MKNP-6-2017-11-24-09-39-56.mp3,Mountain Yellow Warbler,,
MKNP-6-2017-11-24-09-49-55.mp3,Mountain Yellow Warbler,,
MKNP-6-2017-11-24-10-54-55.mp3,Montane White-eye,Chestnut-throated Apalis,
MKNP-6-2017-11-25-07-00-49.mp3,Brown Woodland Warbler,,
MKNP-6-2017-11-25-07-15-49.mp3,Hartlaub's Turaco,,
MKNP-6-2017-11-25-07-20-49.mp3,Hartlaub's Turaco,,
MKNP-6-2017-11-25-08-00-49.mp3,Mountain Yellow Warbler;Brown Woodland Warbler,Cinnamon Bracken Warbler,
MKNP-6-2017-11-25-08-10-49.mp3,,Mountain Yellow Warbler,
MKNP-6-2017-11-25-08-45-49.mp3,,Chestnut-throated Apalis,C-t A is very faint 
MKNP-6-2017-11-25-10-20-46.mp3,,White-starred Robin,
MKNP-6-2017-11-25-10-30-46.mp3,,,
MKNP-7-2017-11-20-06-49-34.mp3,Brown Woodland Warbler,,
MKNP-7-2017-11-20-06-59-36.mp3,,Brown Woodland Warbler,
MKNP-7-2017-11-20-07-04-37.mp3,Brown Woodland Warbler,Mountain Yellow Warbler,
MKNP-7-2017-11-20-07-09-38.mp3,Brown Woodland Warbler,Montane White-eye,
MKNP-7-2017-11-20-07-14-39.mp3,,Brown Woodland Warbler,
MKNP-7-2017-11-20-07-19-40.mp3,Brown Woodland Warbler,,
MKNP-7-2017-11-20-07-24-41.mp3,Cinnamon Bracken Warbler;Brown Woodland Warbler,Brown Woodland Warbler,
MKNP-7-2017-11-20-07-34-43.mp3,Cinnamon Bracken Warbler;Brown Woodland Warbler,Chestnut-throated Apalis,
MKNP-7-2017-11-20-07-44-45.mp3,,Brown Woodland Warbler,
MKNP-7-2017-11-20-07-49-46.mp3,,,
MKNP-7-2017-11-20-07-54-47.mp3,Red-fronted Parrot;Brown Woodland Warbler,Red-fronted Parrot,
MKNP-7-2017-11-20-08-19-52.mp3,Brown Woodland Warbler,Brown Woodland Warbler,
MKNP-7-2017-11-20-08-24-53.mp3,,White-starred Robin,
MKNP-7-2017-11-20-08-39-56.mp3,Brown Woodland Warbler,,
MKNP-7-2017-11-20-08-49-58.mp3,Brown Woodland Warbler,,
MKNP-7-2017-11-20-09-00-01.mp3,Cinnamon Bracken Warbler,Brown Woodland Warbler,
MKNP-7-2017-11-20-09-10-03.mp3,,,
MKNP-7-2017-11-20-09-30-07.mp3,,,
MKNP-7-2017-11-20-09-40-09.mp3,,Brown Woodland Warbler,
MKNP-7-2017-11-20-09-45-10.mp3,Brown Woodland Warbler,,
MKNP-7-2017-11-20-09-50-11.mp3,,,
MKNP-7-2017-11-20-09-55-12.mp3,,,
MKNP-7-2017-11-20-10-00-13.mp3,,Brown Woodland Warbler,
MKNP-7-2017-11-20-10-05-14.mp3,,,
MKNP-7-2017-11-20-10-35-20.mp3,White-starred Robin,,
MKNP-7-2017-11-21-06-34-20.mp3,Red-fronted Parrot,,
MKNP-7-2017-11-21-06-44-22.mp3,Red-fronted Parrot,,
MKNP-7-2017-11-21-06-49-23.mp3,Brown Woodland Warbler,,
MKNP-7-2017-11-21-07-09-27.mp3,Brown Woodland Warbler,Red-fronted Parrot;Montane White-eye,
MKNP-7-2017-11-21-07-14-28.mp3,,Chestnut-throated Apalis;Brown Woodland Warbler;Montane White-eye,
MKNP-7-2017-11-21-07-19-29.mp3,,Red-fronted Parrot;Brown Woodland Warbler;Grey Apalis,
MKNP-7-2017-11-21-07-24-30.mp3,,Brown Woodland Warbler,
MKNP-7-2017-11-21-07-44-34.mp3,Brown Woodland Warbler,,
MKNP-7-2017-11-21-07-54-36.mp3,Brown Woodland Warbler,,
MKNP-7-2017-11-21-07-59-37.mp3,,Brown Woodland Warbler,Very faint
MKNP-7-2017-11-21-08-04-38.mp3,Brown Woodland Warbler,,
MKNP-7-2017-11-21-08-14-40.mp3,Cinnamon Bracken Warbler,,
MKNP-7-2017-11-21-08-49-47.mp3,,,
MKNP-7-2017-11-21-08-54-48.mp3,,,
MKNP-7-2017-11-21-08-59-49.mp3,Brown Woodland Warbler,Chestnut-throated Apalis;Red-fronted Parrot;Brown Woodland Warbler,CA is very faint
MKNP-7-2017-11-21-09-14-52.mp3,Crowned Eagle,,
MKNP-7-2017-11-21-09-19-53.mp3,Brown Woodland Warbler,Chestnut-throated Apalis,
MKNP-7-2017-11-21-09-24-54.mp3,,Brown Woodland Warbler,
MKNP-7-2017-11-21-09-29-55.mp3,,Cinnamon Bracken Warbler;Chestnut-throated Apalis,
MKNP-7-2017-11-21-09-34-56.mp3,,,
MKNP-7-2017-11-21-09-44-58.mp3,Brown Woodland Warbler,,
MKNP-7-2017-11-21-10-20-05.mp3,,,
MKNP-7-2017-11-21-10-30-07.mp3,,,
MKNP-7-2017-11-21-10-45-10.mp3,Cinnamon Bracken Warbler,,
MKNP-7-2017-11-21-10-50-11.mp3,,,
MKNP-8-2017-11-20-06-35-31.mp3,Brown Woodland Warbler,,
